,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U
,ø,ø,ø,ø,de,ø,ø,ø,17,traduction,Non, Non,,0,0,0,0,1,0,0,0
,las,las,las,las,ø,las,las,ø,17,traduction,Non, Non,,2,2,2,2,0,2,2,0
,por,ø,por,por,por,por,por,ø,17,traduction,Non, Non,,1,0,1,1,1,1,1,0
,es,ø,es,es,es,es,es,ø,17,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,17,traduction,Non, Non,,0,0,0,0,1,0,0,0
,es,es,es,es,ø,es,es,ø,17,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,de,ø,ø,ø,ø,ø,ø,17,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,a,ø,ø,ø,ø,ø,17,traduction,Non, Non,,0,0,2,0,0,0,0,0
,en,ø,en,en,ø,en,en,ø,17,traduction,Non, Non,,2,0,2,2,0,2,2,0
,algunas,algunas,algunas,ø,algunas,ø,algunas,ø,17,traduction,Non, Non,,1,1,1,0,1,0,1,0
,ø,ø,quando,ø,de,ø,ø,ø,17,traduction,Non, Non,,0,0,1,0,3,0,0,0
,dentro,dentro,ø,dentro,dentro,dentro,dentro,ø,17,traduction,Non, Non,,1,1,0,1,1,1,1,0
,por,ø,por,por,ø,por,por,ø,17,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,ø,ø,ø,los,ø,ø,ø,17,traduction,Non, Non,,0,0,0,0,1,0,0,0
,el,el,el,el,el,ø,el,ø,17,traduction,Non, Non,,1,1,1,1,1,0,1,0
,mas,mas,ø,mas,mas,mas,mas,ø,17,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,tan,ø,ø,ø,ø,ø,17,traduction,Non, Non,,0,0,2,0,0,0,0,0
,se,se,se,se,ø,se,se,ø,17,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,que,ø,ø,17,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,el,el,el,el,el,el,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,sus,ø,ø,sus,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,grandes,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,las,las,las,las,ø,las,las,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,las,las,las,las,ø,las,las,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,ø,ø,se,ø,se,ø,ø,17,glose,Non, Non,,0,0,0,2,0,2,0,0
,muy,muy,muy,ø,muy,mucha,muy,ø,17,glose,Non, Non,,2,2,2,0,2,1,2,0
,ø,ø,ø,mucho,ø,ø,ø,ø,17,glose,Non, Non,,0,0,0,2,0,0,0,0
,ø,ø,ø,dichas,ø,dichas,ø,ø,17,glose,Non, Non,,0,0,0,2,0,2,0,0
,ø,ella,ella,ella,ella,ella,ella,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,e,e,e,e,ø,e,e,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,don,don,don,don,don,ø,don,ø,17,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,dezían,ø,dezían,ø,dezían,ø,ø,17,glose,Non, Non,,0,2,0,2,0,2,0,0
,que,ø,que,que,ø,que,que,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,dicha,ø,dicha,dicha,ø,dicha,dicha,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,ellas,muy,ellas,ellas,muy,ø,ellas,ø,17,glose,Non, Non,,1,2,1,1,2,0,1,0
,dellas,ø,dellas,dellas,ø,dellas,dellas,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,ella,ø,ella,ella,ø,ø,ella,ø,17,glose,Non, Non,,2,0,2,2,0,0,2,0
,la,ø,la,la,ø,la,la,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,la,la,la,la,la,la,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,de,ø,ø,de,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,la,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,la,la,la,la,ø,la,ø,17,glose,Non, Non,,0,1,1,1,1,0,1,0
,dicḣa,dicha,dicha,dicha,ø,ø,dicha,ø,17,glose,Non, Non,,2,3,3,3,0,0,3,0
,ø,el,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,el,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,mejor,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,ø,que,que,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,,1,1,1,1,1,0,1,0
,el,ø,él,él,así,ø,el,ø,17,glose,Non, Non,,3,0,2,2,1,0,3,0
,ø,ø,de,ø,de,de,ø,ø,17,glose,Non, Non,,0,0,1,0,1,1,0,0
,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,,1,1,1,1,1,0,1,0
,el,ø,el,el,ø,quel,el,ø,17,glose,Non, Non,,1,0,1,1,0,2,1,0
,ø,et,ø,ø,et,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,e,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,el,ø,ø,el,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,otro,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,0,2,0,0,0,0,0
,en,en,en,en,ø,en,en,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,rrazón,ø,ø,rrazón,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,e,e,e,ø,e,e,ø,17,glose,Non, Non,,0,2,2,2,0,2,2,0
,ø,es,es,es,es,es,es,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,la,la,la,la,ø,ø,la,ø,17,glose,Non, Non,,2,2,2,2,0,0,2,0
,ø,ninguna,ø,ø,ninguna,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,todo,ø,ø,todo,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,primeramente,ø,primero,ø,ø,ø,17,glose,Non, Non,,0,0,2,0,3,0,0,0
,por,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,2,0,0,0,0,0,0,0
,tal,tal,tal,tal,ø,tal,tal,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,la,la,la,la,ø,la,la,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,mançana,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,menester,ø,menester,menester,menester,menester,menester,ø,17,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,mi,ø,mi,mi,ø,17,glose,Non, Non,,0,0,0,2,0,2,2,0
,ø,que,que,que,que,que,que,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,el,el,el,el,ø,el,el,ø,17,glose,Non, Non,,2,2,2,2,0,2,2,0
,doña,doña,doña,doña,ø,ø,doña,ø,17,glose,Non, Non,,2,2,2,2,0,0,2,0
,en,ø,en,en,ø,en,en,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,por,por,por,por,por,por,ø,ø,17,glose,Non, Non,,1,1,1,1,1,1,0,0
,ø,ø,ø,ø,ø,que,que,ø,17,glose,Non, Non,,0,0,0,0,0,2,2,0
,lo,ø,lo,lo,lo,lo,lo,ø,17,glose,Non, Non,,1,0,1,1,1,1,1,0
,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,ø,allá,ø,ø,17,glose,Non, Non,,0,0,0,0,0,2,0,0
,muy,muy,muy,ø,muy,ø,muy,ø,17,glose,Non, Non,,1,1,1,0,1,0,1,0
,muy,ø,muy,muy,ø,muy,muy,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,dél,ø,ø,dél,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,en,en,ø,en,ø,en,en,ø,17,glose,Non, Non,,2,2,0,2,0,2,2,0
,ante,ante,ante,ø,ante,ø,ante,ø,17,glose,Non, Non,,1,1,1,0,1,0,1,0
,ø,le,le,le,ø,le,le,ø,17,glose,Non, Non,,0,2,2,2,0,2,2,0
,ø,conplida,ø,ø,conplida,ø,ø,ø,17,glose,Non, Non,,0,1,0,0,1,0,0,0
,dicha,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,todas,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,Et,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,Venus,ø,Venus,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,2,0,0,0,0
,ø,ø,ø,en,ø,en,en,ø,17,glose,Non, Non,,0,0,0,2,0,2,2,0
,se,se,se,se,se,ø,se,ø,17,glose,Non, Non,,1,1,1,1,1,0,1,0
,el,el,ø,el,el,ø,el,ø,17,glose,Non, Non,,1,1,0,1,1,0,1,0
,se,ø,se,se,se,se,se,ø,17,glose,Non, Non,,1,0,1,1,1,1,1,0
,ø,a,a,a,a,a,a,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,mucho,ø,mucho,mucho,ø,mucho,mucho,ø,17,glose,Non, Non,,2,0,2,2,0,2,2,0
,que,ø,que,que,que,ø,que,ø,17,glose,Non, Non,,1,0,1,1,1,0,1,0
,ø,él,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,se,ø,17,glose,Non, Non,,0,0,0,0,0,0,2,0
,por,por,por,ø,por,por,por,ø,17,glose,Non, Non,,1,1,1,0,1,1,1,0
,ø,a,a,a,a,a,a,ø,17,glose,Non, Non,,0,1,1,1,1,1,1,0
,ø,que,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ella,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,la,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,muy,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,liar,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,lo,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,los,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,vos,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,le,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,non,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,él,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,barato,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,más,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,vos,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,en,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,allí,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,estando,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,,,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,estava,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,su,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,a,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,que,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,çientos,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,los,ø,ø,ø,17,glose,Non, Non,,0,0,0,0,1,0,0,0
,ø,destruyda,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,doña,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,la,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,·,ø,ø,ø,18,,Non, Non,,0,0,0,0,1,0,0,0
,muestra,muestra,muestra,muestra,ø,se,demuestra,ø,18,,Non, Non,,1,1,1,1,0,4,3,0
,ø,los,los,los,los,ø,los,ø,18,,Non, Non,,0,1,1,1,1,0,1,0
,quales,quales,quales,quales,quales,ø,quales,ø,18,,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,que,ø,ø,ø,ø,ø,18,traduction,Non, Non,,0,0,2,0,0,0,0,0
,ø,se,ø,ø,se,ø,ø,ø,18,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,de,ø,ø,ø,18,traduction,Non, Non,,0,0,0,0,1,0,0,0
,de,de,de,de,ø,de,de,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,las,ø,las,las,las,las,las,ø,18,traduction,Non, Non,,1,0,1,1,1,1,1,0
,se,se,se,ø,se,se,se,ø,18,traduction,Non, Non,,1,1,1,0,1,1,1,0
,nos,nos,ø,nos,ø,ø,nos,ø,18,traduction,Non, Non,,2,2,0,2,0,0,2,0
,ø,e,ø,ø,e,ø,ø,ø,18,traduction,Non, Non,,0,1,0,0,1,0,0,0
,de,de,ø,de,de,de,de,ø,18,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,de,ø,ø,de,ø,ø,ø,18,traduction,Non, Non,,0,1,0,0,1,0,0,0
,por,con,por,por,ø,por,por,ø,18,traduction,Non, Non,,1,3,1,1,0,1,1,0
,el,el,el,el,ø,el,el,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,o,ø,ø,o,ø,o,o,ø,18,traduction,Non, Non,,2,0,0,2,0,2,2,0
,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,,0,1,1,1,1,1,1,0
,a,a,a,a,ø,a,a,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,a,a,a,ø,ø,muy,a,ø,18,traduction,Non, Non,,1,1,1,0,0,3,1,0
,to,ø,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,la,ø,18,traduction,Non, Non,,0,0,0,0,0,0,2,0
,baxo,baxo,baxo,baxo,ø,baxo,baxo,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,a,ø,18,traduction,Non, Non,,0,0,0,0,0,0,2,0
,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,los,ø,los,ø,ø,18,traduction,Non, Non,,0,0,0,2,0,2,0,0
,ø,la,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,Et,Et,ø,ø,ø,ø,ø,18,traduction,Non, Non,,0,2,2,0,0,0,0,0
,ha,ha,ha,ha,ø,ha,ha,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ayuntado,ø,ayuntado,ayuntado,ayuntado,ayuntado,ayuntado,ø,18,traduction,Non, Non,,1,0,1,1,1,1,1,0
,ø,ø,ø,ø,e,ø,ø,ø,18,traduction,Non, Non,,0,0,0,0,1,0,0,0
,que,que,que,que,Et,ø,que,ø,18,traduction,Non, Non,,1,1,1,1,3,0,1,0
,que,que,que,que,ø,ø,que,ø,18,traduction,Non, Non,,2,2,2,2,0,0,2,0
,ø,Et,ø,ø,Et,ø,ø,ø,18,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,es,ø,ø,ø,18,traduction,Non, Non,,0,0,0,0,1,0,0,0
,o,ø,o,o,e,o,o,ø,18,traduction,Non, Non,,3,0,3,3,1,3,3,0
,ø,fuerça,fuerça,fuerça,fuerça,fuerça,fuerça,ø,18,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,otros,ø,ø,otros,ø,ø,ø,18,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,ø,ø,ø,omne,ø,ø,ø,18,traduction,Non, Non,,0,0,0,0,1,0,0,0
,e,e,e,ø,e,e,e,ø,18,traduction,Non, Non,,1,1,1,0,1,1,1,0
,de,de,de,de,ø,de,de,ø,18,traduction,Non, Non,,2,2,2,2,0,2,2,0
,ø,ø,maneras,ø,ø,ø,ø,ø,18,traduction,Non, Non,,0,0,2,0,0,0,0,0
,estas,ø,ø,estas,estas,estas,estas,ø,18,traduction,Non, Non,,1,0,0,1,1,1,1,0
,a,a,ø,a,a,a,a,ø,18,traduction,Non, Non,,1,1,0,1,1,1,1,0
,ø,ø,ø,a,ø,a,a,ø,18,traduction,Non, Non,,0,0,0,2,0,2,2,0
,ø,o,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,que,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,entodo,ø,ø,todo,ø,ø,todo,ø,18,glose,Non, Non,,3,0,0,2,0,0,2,0
,ø,ø,el,el,ø,el,el,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,todo,ø,ø,ø,ø,ø,18,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,para,para,ø,para,para,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,les,ø,ø,los,ø,los,les,ø,18,glose,Non, Non,,3,0,0,1,0,1,3,0
,e,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,se,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,con,con,ø,con,con,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,es,es,ø,es,es,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,vos,ø,ø,ø,ø,ø,vos,ø,18,glose,Non, Non,,2,0,0,0,0,0,2,0
,a,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,ø,Et,ø,ø,18,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,a,ø,ø,ø,a,ø,18,glose,Non, Non,,0,0,2,0,0,0,2,0
,ø,ø,tan,tan,ø,tan,tan,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,e,e,ø,e,e,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,se,se,ø,se,se,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,le,ø,ø,lo,ø,le,le,ø,18,glose,Non, Non,,2,0,0,1,0,2,2,0
,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,le,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,non,ø,non,ø,ø,non,non,ø,18,glose,Non, Non,,2,0,2,0,0,2,2,0
,trecho,ø,trecho,trecho,ø,ø,ø,ø,18,glose,Non, Non,,2,0,2,2,0,0,0,0
,ø,ø,ø,ø,ø,maltrecho,ø,ø,18,glose,Non, Non,,0,0,0,0,0,2,0,0
,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,vos,ø,ø,vos,ø,ø,vos,ø,18,glose,Non, Non,,2,0,0,2,0,0,2,0
,el,ø,el,el,ø,el,ø,ø,18,glose,Non, Non,,2,0,2,2,0,2,0,0
,lo,ø,ø,lo,ø,ø,lo,ø,18,glose,Non, Non,,2,0,0,2,0,0,2,0
,ø,ø,lo,ø,ø,lo,ø,ø,18,glose,Non, Non,,0,0,2,0,0,2,0,0
,vos,ø,vos,ø,ø,ø,vos,ø,18,glose,Non, Non,,2,0,2,0,0,0,2,0
,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,a,ø,a,a,ø,a,ø,ø,18,glose,Non, Non,,2,0,2,2,0,2,0,0
,ø,ø,nobles,ø,ø,ø,ø,ø,18,glose,Non, Non,,0,0,2,0,0,0,0,0
,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ando,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,ø,ø,ø,ø,lo,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,ø,ø,ø,ø,le,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,la,la,ø,la,la,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,muy,ø,muy,muy,ø,ø,muy,ø,18,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,a,ø,ø,ø,ø,ø,18,glose,Non, Non,,0,0,2,0,0,0,0,0
,que,ø,que,ø,ø,do,que,ø,18,glose,Non, Non,,3,0,3,0,0,2,3,0
,mente,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,,2,0,0,0,0,0,0,0
,ø,ø,en,en,ø,en,ø,ø,18,glose,Non, Non,,0,0,2,2,0,2,0,0
,ø,ø,ø,ø,ø,e,ø,ø,18,glose,Non, Non,,0,0,0,0,0,2,0,0
,se,ø,ø,ø,ø,ø,se,ø,18,glose,Non, Non,,2,0,0,0,0,0,2,0
,los,ø,los,los,ø,ø,los,ø,18,glose,Non, Non,,2,0,2,2,0,0,2,0
,ø,ø,se,se,ø,se,se,ø,18,glose,Non, Non,,0,0,2,2,0,2,2,0
,ø,ø,ø,ø,ø,ø,dando,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,los,ø,los,ø,ø,ø,los,ø,18,glose,Non, Non,,2,0,2,0,0,0,2,0
,eñl,ø,ø,el,ø,ø,ø,ø,18,glose,Non, Non,,1,0,0,3,0,0,0,0
,ø,ø,el,ø,ø,el,el,ø,18,glose,Non, Non,,0,0,2,0,0,2,2,0
,ø,ø,ø,ø,ø,ø,cuy,ø,18,glose,Non, Non,,0,0,0,0,0,0,2,0
,ø,ø,ø,ø,ø,e,e,ø,18,glose,Non, Non,,0,0,0,0,0,2,2,0
,los,ø,ø,todos,ø,todos,los,ø,18,glose,Non, Non,,1,0,0,3,0,3,1,0
,ø,ø,a,ø,ø,ø,ø,ø,18,glose,Non, Non,,0,0,2,0,0,0,0,0
,madera,madera,madera,madera,madera,ø,madera,ø,19,,Non, Non,,1,1,1,1,1,0,1,0
,dos,ø,dos,dos,ø,dos,dos,ø,19,traduction,Non, Non,,2,0,2,2,0,2,2,0
,la,la,la,la,ø,la,la,ø,19,traduction,Non, Non,,2,2,2,2,0,2,2,0
,era,era,era,era,era,ø,era,ø,19,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,por,ø,ø,por,ø,por,ø,19,traduction,Non, Non,,0,1,0,0,1,0,1,0
,por,por,por,por,por,por,ø,ø,19,traduction,Non, Non,,1,1,1,1,1,1,0,0
,ø,o,o,o,o,o,o,ø,19,traduction,Non, Non,,0,1,1,1,1,1,1,0
,ø,ø,ø,a,ø,ø,ø,ø,19,traduction,Non, Non,,0,0,0,2,0,0,0,0
,a,ø,ø,a,ø,a,a,ø,19,traduction,Non, Non,,2,0,0,2,0,2,2,0
,a,ø,ø,a,ø,a,a,ø,19,traduction,Non, Non,,2,0,0,2,0,2,2,0
,a,a,ø,a,a,a,a,ø,19,traduction,Non, Non,,1,1,0,1,1,1,1,0
,primeros,primeros,ø,primeros,primero,primeros,primeros,ø,19,traduction,Non, Non,,2,2,0,2,1,2,2,0
,envestida,ø,envestida,envestida,ø,envestida,envestida,ø,19,traduction,Non, Non,,2,0,2,2,0,2,2,0
,ø,envestida,ø,ø,envestida,ø,ø,ø,19,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,carnero,carnero,carnero,ø,ø,carnero,ø,19,traduction,Non, Non,,0,2,2,2,0,0,2,0
,e,ca,ø,e,e,e,ø,ø,19,traduction,Non, Non,,2,3,0,2,2,2,0,0
,ø,la,la,ø,ø,ø,ø,ø,19,traduction,Non, Non,,0,2,2,0,0,0,0,0
,ø,a,ø,ø,ø,ø,ø,ø,19,traduction,Non, Non,,0,2,0,0,0,0,0,0
,ø,ø,ø,ø,atada,ø,ø,ø,19,traduction,Non, Non,,0,0,0,0,1,0,0,0
,le,ø,lo,lo,lo,lo,le,ø,19,traduction,Non, Non,,3,0,1,1,1,1,3,0
,nado,ø,ø,ø,ø,ø,ø,ø,19,traduction,Non, Non,,2,0,0,0,0,0,0,0
,se,ø,se,se,ø,ø,se,ø,19,traduction,Non, Non,,2,0,2,2,0,0,2,0
,techo,techo,techo,ø,ø,techo,techo,ø,19,traduction,Non, Non,,2,2,2,0,0,2,2,0
,ø,ferir,ø,ø,ferir,ø,ø,ø,19,traduction,Non, Non,,0,1,0,0,1,0,0,0
,ø,Et,Et,ø,Et,ø,ø,ø,19,traduction,Non, Non,,0,1,1,0,1,0,0,0
,con,con,con,con,ø,con,con,ø,19,traduction,Non, Non,,2,2,2,2,0,2,2,0
,a,a,a,a,a,ø,a,ø,19,traduction,Non, Non,,1,1,1,1,1,0,1,0
,ø,ø,ø,ø,puedan,ø,ø,ø,19,traduction,Non, Non,,0,0,0,0,1,0,0,0
